"","Year","State","CoC.Number","CoC.Name","Measures","Count"
"247",2016-01-01,"Alabama","AL-503","Huntsville/North Alabama CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",15
"248",2016-01-01,"Alabama","AL-503","Huntsville/North Alabama CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",15
"249",2016-01-01,"Alabama","AL-503","Huntsville/North Alabama CoC","Unsheltered Homeless Veterans",8
"250",2016-01-01,"Alabama","AL-503","Huntsville/North Alabama CoC","Unsheltered Parenting Youth (Under 25)",0
"251",2016-01-01,"Alabama","AL-503","Huntsville/North Alabama CoC","Unsheltered Parenting Youth Age 18-24",0
"252",2016-01-01,"Alabama","AL-503","Huntsville/North Alabama CoC","Unsheltered Parenting Youth Under 18",0
"253",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Children of Parenting Youth",6
"254",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Chronically Homeless",28
"255",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Chronically Homeless Individuals",28
"256",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Chronically Homeless People in Families",0
"257",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Homeless Individuals",285
"258",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Homeless People in Families",82
"259",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Homeless Unaccompanied Children (Under 18)",0
"260",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Homeless Unaccompanied Young Adults (Age 18-24)",10
"261",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Homeless Unaccompanied Youth (Under 25)",10
"262",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Homeless Veterans",41
"263",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Parenting Youth (Under 25)",3
"264",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Parenting Youth Age 18-24",3
"265",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Parenting Youth Under 18",0
"266",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Sheltered Children of Parenting Youth",5
"267",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Sheltered Chronically Homeless",18
"268",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Sheltered Chronically Homeless Individuals",18
"269",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Sheltered Chronically Homeless People in Families",0
"270",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Sheltered Homeless",293
"271",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Sheltered Homeless Individuals",214
"272",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Sheltered Homeless People in Families",79
"273",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Sheltered Homeless Unaccompanied Children (Under 18)",0
"274",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",10
"275",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",10
"276",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Sheltered Homeless Veterans",40
"277",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Sheltered Parenting Youth (Under 25)",2
"278",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Sheltered Parenting Youth Age 18-24",2
"279",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Sheltered Parenting Youth Under 18",0
"280",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Total Homeless",367
"281",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Unsheltered Children of Parenting Youth",1
"282",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Unsheltered Chronically Homeless",10
"283",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Unsheltered Chronically Homeless Individuals",10
"284",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Unsheltered Chronically Homeless People in Families",0
"285",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Unsheltered Homeless",74
"286",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Unsheltered Homeless Individuals",71
"287",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Unsheltered Homeless People in Families",3
"288",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"289",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",0
"290",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",0
"291",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Unsheltered Homeless Veterans",1
"292",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Unsheltered Parenting Youth (Under 25)",1
"293",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Unsheltered Parenting Youth Age 18-24",1
"294",2016-01-01,"Alabama","AL-504","Montgomery City & County CoC","Unsheltered Parenting Youth Under 18",0
"295",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Children of Parenting Youth",1
"296",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Chronically Homeless",22
"297",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Chronically Homeless Individuals",22
"298",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Chronically Homeless People in Families",0
"299",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Homeless Individuals",133
"300",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Homeless People in Families",34
"301",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Homeless Unaccompanied Children (Under 18)",14
"302",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Homeless Unaccompanied Young Adults (Age 18-24)",4
"303",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Homeless Unaccompanied Youth (Under 25)",18
"304",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Homeless Veterans",13
"305",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Parenting Youth (Under 25)",1
"306",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Parenting Youth Age 18-24",1
"307",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Parenting Youth Under 18",0
"308",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Sheltered Children of Parenting Youth",1
"309",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Sheltered Chronically Homeless",11
"310",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Sheltered Chronically Homeless Individuals",11
"311",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Sheltered Chronically Homeless People in Families",0
"312",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Sheltered Homeless",91
"313",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Sheltered Homeless Individuals",70
"314",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Sheltered Homeless People in Families",21
"315",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Sheltered Homeless Unaccompanied Children (Under 18)",14
"316",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",2
"317",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",16
"318",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Sheltered Homeless Veterans",5
"319",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Sheltered Parenting Youth (Under 25)",1
"320",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Sheltered Parenting Youth Age 18-24",1
"321",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Sheltered Parenting Youth Under 18",0
"322",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Total Homeless",167
"323",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Unsheltered Children of Parenting Youth",0
"324",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Unsheltered Chronically Homeless",11
"325",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Unsheltered Chronically Homeless Individuals",11
"326",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Unsheltered Chronically Homeless People in Families",0
"327",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Unsheltered Homeless",76
"328",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Unsheltered Homeless Individuals",63
"329",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Unsheltered Homeless People in Families",13
"330",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"331",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",2
"332",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",2
"333",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Unsheltered Homeless Veterans",8
"334",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Unsheltered Parenting Youth (Under 25)",0
"335",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Unsheltered Parenting Youth Age 18-24",0
"336",2016-01-01,"Alabama","AL-505","Gadsden/Northeast Alabama CoC","Unsheltered Parenting Youth Under 18",0
"337",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Children of Parenting Youth",3
"338",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Chronically Homeless",13
"339",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Chronically Homeless Individuals",1
"340",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Chronically Homeless People in Families",12
"341",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Homeless Individuals",105
"342",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Homeless People in Families",72
"343",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Homeless Unaccompanied Children (Under 18)",0
"344",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Homeless Unaccompanied Young Adults (Age 18-24)",12
"345",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Homeless Unaccompanied Youth (Under 25)",12
"346",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Homeless Veterans",19
"347",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Parenting Youth (Under 25)",2
"348",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Parenting Youth Age 18-24",2
"349",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Parenting Youth Under 18",0
"350",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Sheltered Children of Parenting Youth",2
"351",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Sheltered Chronically Homeless",0
"352",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Sheltered Chronically Homeless Individuals",0
"353",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Sheltered Chronically Homeless People in Families",0
"354",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Sheltered Homeless",47
"355",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Sheltered Homeless Individuals",33
"356",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Sheltered Homeless People in Families",14
"357",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Sheltered Homeless Unaccompanied Children (Under 18)",0
"358",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",0
"359",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",0
"360",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Sheltered Homeless Veterans",17
"361",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Sheltered Parenting Youth (Under 25)",1
"362",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Sheltered Parenting Youth Age 18-24",1
"363",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Sheltered Parenting Youth Under 18",0
"364",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Total Homeless",177
"365",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Unsheltered Children of Parenting Youth",1
"366",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Unsheltered Chronically Homeless",13
"367",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Unsheltered Chronically Homeless Individuals",1
"368",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Unsheltered Chronically Homeless People in Families",12
"369",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Unsheltered Homeless",130
"370",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Unsheltered Homeless Individuals",72
"371",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Unsheltered Homeless People in Families",58
"372",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"373",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",12
"374",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",12
"375",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Unsheltered Homeless Veterans",2
"376",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Unsheltered Parenting Youth (Under 25)",1
"377",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Unsheltered Parenting Youth Age 18-24",1
"378",2016-01-01,"Alabama","AL-506","Tuscaloosa City & County CoC","Unsheltered Parenting Youth Under 18",0
"379",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Children of Parenting Youth",5
"380",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Chronically Homeless",44
"381",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Chronically Homeless Individuals",35
"382",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Chronically Homeless People in Families",9
"383",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Homeless Individuals",615
"384",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Homeless People in Families",212
"385",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Homeless Unaccompanied Children (Under 18)",2
"386",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Homeless Unaccompanied Young Adults (Age 18-24)",49
"387",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Homeless Unaccompanied Youth (Under 25)",51
"388",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Homeless Veterans",28
"389",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Parenting Youth (Under 25)",5
"390",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Parenting Youth Age 18-24",5
"391",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Parenting Youth Under 18",0
"392",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Sheltered Children of Parenting Youth",2
"393",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Sheltered Chronically Homeless",5
"394",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Sheltered Chronically Homeless Individuals",5
"395",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Sheltered Chronically Homeless People in Families",0
"396",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Sheltered Homeless",459
"397",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Sheltered Homeless Individuals",353
"398",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Sheltered Homeless People in Families",106
"399",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Sheltered Homeless Unaccompanied Children (Under 18)",2
"400",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",26
"401",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",28
"402",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Sheltered Homeless Veterans",9
"403",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Sheltered Parenting Youth (Under 25)",2
"404",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Sheltered Parenting Youth Age 18-24",2
"405",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Sheltered Parenting Youth Under 18",0
"406",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Total Homeless",827
"407",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Unsheltered Children of Parenting Youth",3
"408",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Unsheltered Chronically Homeless",39
"409",2016-01-01,"Alabama","AL-507","Alabama Balance of State CoC","Unsheltered Chronically Homeless Individuals",30
